Date,Year,Experiment,DataUse,Replication,Month,Vegetation,VegType,N2O,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM
2/9/12,2012,BCSE_KBS,Building,R1,February,Corn,Annual,0.0188380975750431,0.7981220657276995,0.0,0.0,-1.5186171938423532,276,241,0.7976374948340174,0.04254151084224989,0.09461642684196137,62.5,637.5,1.174072
2/10/12,2012,BCSE_KBS,Building,R1,February,Corn,Annual,0.015996198979267493,0.7981220657276995,0.0,0.0,-1.5607755369844718,277,242,0.6451279453185692,0.042373100481501155,0.09469509381117824,62.5,637.5,1.174072
2/18/12,2012,BCSE_KBS,Building,R1,February,Corn,Annual,0.01824833110204218,0.7981220657276995,0.03464566929133858,0.03321927025260488,-1.2762067207751706,285,250,1.1602228674272002,0.041596413188411195,0.09579486357426306,62.5,637.5,1.174072
2/19/12,2012,BCSE_KBS,Building,R1,February,Corn,Annual,0.017915726695371923,0.7981220657276995,0.0,0.03125841055019417,-1.7083297379818871,286,251,0.9175473863230504,0.04167620041994466,0.09600467290013459,62.5,637.5,1.174072
3/16/12,2012,BCSE_KBS,Building,R1,March,Corn,Annual,0.017257775649222568,0.7981220657276995,0.010708661417322836,0.03225806451612904,0.5471416201214626,312,277,1.0903641146617742,0.038836368439739005,0.09992367216372691,62.5,637.5,1.174072
3/17/12,2012,BCSE_KBS,Building,R1,March,Corn,Annual,0.015923314196779143,0.7981220657276995,0.010708661417322836,0.03225806451612904,0.7052354069044077,313,278,1.0344958196313134,0.03838979239726106,0.10071377509941001,62.5,637.5,1.174072
3/30/12,2012,BCSE_KBS,Building,R1,March,Corn,Annual,0.01501946917945828,0.7981220657276995,0.0,0.13768310969279868,-1.075954590850107,326,291,1.0810290071476774,0.03587395653967537,0.1046402528812312,62.5,637.5,1.174072
3/31/12,2012,BCSE_KBS,Building,R1,March,Corn,Annual,0.012348798460744333,0.7981220657276995,0.06666666666666667,0.027336691145372762,-0.9600191472092804,327,292,1.0618592273380256,0.03595186828918967,0.10488401317074376,62.5,637.5,1.174072
4/17/12,2012,BCSE_KBS,Building,R1,April,Corn,Annual,0.0144764396685192,0.7981220657276995,0.5253543307086614,0.19531700565188975,-0.591133644715742,344,309,1.1486210818744649,0.03454302468706382,0.10748555239567667,62.5,637.5,1.174072
4/20/12,2012,BCSE_KBS,Building,R1,April,Corn,Annual,0.01558188209794957,0.7981220657276995,0.02404199475065617,0.20316044446153259,-0.18008979908008496,347,312,1.1020187596327462,0.03504948407795637,0.10732473490979437,62.5,637.5,1.174072
